sample date,trt,rep,tin number,tin wt (g),cores,wet wt (g),dry wt+tin (g),% Gravimetric Soil Moisture,Comments
3/29/2006,1,1,55,20.15,10,41.45,55.85,16.10644258,
3/29/2006,1,2,33,20.15,10,41.08,54.88,18.28390441,
3/29/2006,1,3,28,19.97,10,40.89,54.02,20.08810573,
3/29/2006,1,4,56,20.41,10,44.13,57.93,17.61727079,
3/29/2006,1,5,57,20.05,10,41.37,55.23,17.59522456,
3/29/2006,1,6,37,19.74,10,41.39,56.67,12.07690225,
3/29/2006,2,1,93,20.09,10,41.79,55.65,17.51968504,
3/29/2006,2,2,87,20.03,10,42.23,56.31,16.40022051,
3/29/2006,2,3,41,20.17,10,42.03,54.94,20.88006903,
3/29/2006,2,4,50,20.44,10,41.5,55.05,19.90754117,
3/29/2006,21,5,76,19.98,10,41.52,55.5,16.89189189,
3/29/2006,2,6,70,20.24,10,42.53,56.9,16.01200218,
3/29/2006,3,1,61,20.07,10,42.78,57.07,15.62162162,
3/29/2006,3,2,13,20.06,10,42.25,56.43,16.16717075,
3/29/2006,3,3,44,19.97,10,41.2,55.31,16.58177702,
3/29/2006,3,4,11,19.81,10,42.22,55.24,19.16454982
3/29/2006,3,5,54,20.02,10,41.08,53.98,20.96584217
3/29/2006,3,6,23,20.3,10,44.37,58.62,15.78810021
3/29/2006,4,1,66,20.19,10,42.31,55.9,18.48221787
3/29/2006,4,2,78,20.08,10,42.05,55.31,19.35850128
3/29/2006,4,3,42,20.2,10,42.56,55.61,20.19203615
3/29/2006,4,4,64,20.23,10,42.58,55.7,20.04510854
3/29/2006,4,5,53,20.02,10,41.78,54.94,19.64490263
3/29/2006,4,6,21,19.93,10,41.11,55.43,15.8028169
3/29/2006,5,1,82,19.97,10,41.55,55.2,17.93925632
3/29/2006,5,2,51,20.05,10,42.91,56.84,16.63495515
3/29/2006,5,3,48,19.96,10,44.77,58.81,15.23809524
3/29/2006,5,4,96,20.16,10,41.46,55.52,17.25113122
3/29/2006,5,5,95,20.05,10,42.01,55.3,19.17730496
3/29/2006,5,6,80,20.4,10,42.47,55.5,20.997151
3/29/2006,6,1,72,20.45,10,46.67,60.05,17.85353535
3/29/2006,6,2,90,20.36,10,42.09,56.71,15.7909216
3/29/2006,6,3,17,20.38,10,43.06,56.95,17.74678698
3/29/2006,6,4,39,20.15,10,42.32,56,18.0474198
3/29/2006,6,5,49,20.18,10,44.03,57.2,18.93571043
3/29/2006,6,6,77,20.1,10,41.93,56.78,14.3129771
3/29/2006,7,1,32,20.38,10,42.32,56.49,17.19745223
3/29/2006,7,2,86,20.23,10,41.95,55.19,19.99427918
3/29/2006,7,3,18,20.02,10,43.72,56.43,20.07690195
3/29/2006,7,4,84,20.37,10,42.99,56.62,18.59310345
3/29/2006,7,5,27,20.11,10,42.42,55.47,19.96606335
3/29/2006,7,6,63,20.16,10,42.09,55.22,20.05134056
3/29/2006,8,1,59,19.96,10,43.6,55.34,23.23346523
3/29/2006,8,2,65,20.22,10,44.26,55.64,24.95765104
3/29/2006,8,3,4,20.04,10,42.68,54.74,22.99711816
3/29/2006,8,4,73,20.09,10,41.1,54.13,20.74030552
3/29/2006,CF,1,24,20.08,10,41.99,57.23,13.0282638
3/29/2006,CF,2,31,20,10,41.24,55.37,16.5959853
3/29/2006,CF,3,88,19.85,10,42.92,56.21,18.04180418
3/29/2006,DF,1,91,20.05,10,41.85,54.87,20.18954624
3/29/2006,DF,2,85,20.42,10,42.26,56.45,17.29114627
3/29/2006,DF,3,60,19.85,10,43.13,55.93,19.53991131
3/29/2006,SF,1,45,20.12,10,41.04,56.25,13.58981456
3/29/2006,SF,2,34,19.99,10,41.98,55.37,18.65460712
3/29/2006,SF,3,16,19.97,10,41.92,56.93,13.41991342
4/19/2006,1,1,27,20.11,10,46.53,60.7,14.63414634
4/19/2006,1,2,90,20.36,3,45.33,59.33,16.32024634
4/19/2006,1,3,91,20.05,10,43.72,56.91,18.61096039
4/19/2006,1,4,18,20.02,10,46.11,59.77,16
4/19/2006,1,5,88,19.85,10,43.1,56.9,16.32928475
4/19/2006,1,6,45,20.12,20,43.48,59.4,10.69246436
4/19/2006,2,1,16,19.97,10,43.65,57.41,16.58653846
4/19/2006,2,2,78,20.08,10,45.79,59.78,15.34005038
4/19/2006,2,3,64,20.23,10,43.85,56.72,20.16990956
4/19/2006,2,4,39,20.15,10,46.54,59.19,19.21106557
4/19/2006,21,5,21,19.93,10,49.06,62.24,15.95367525
4/19/2006,2,6,77,20.1,20,48.68,62.24,15.51969625
4/19/2006,3,1,41,20.17,10,42.57,57.18,15.02296677
4/19/2006,3,2,49,20.18,10,44.16,58.86,14.16752844
4/19/2006,3,3,24,20.08,10,44.95,59.18,14.96163683
4/19/2006,3,4,66,20.19,10,44.4,57.96,17.55361398
4/19/2006,3,5,82,19.97,10,43.96,56.69,19.7167756
