sample date,trt,rep,tin number,tin wt (g),cores,wet wt (g),dry wt+tin,% Gravimetric Soil Moisture,Comments
4/4/2007,1,1,91,20.05,10,41.86,56.39,15.18987342,
4/4/2007,1,2,28,19.97,10,41.32,55.21,17.25312145,
4/4/2007,1,3,39,20.15,10,41.12,54.57,19.46542708,
4/4/2007,1,4,80,20.4,10,42.64,56.9,16.82191781,
4/4/2007,1,5,90,20.36,10,43.74,55.63,24.01474341,
4/4/2007,1,6,78,20.08,10,41.4,57.08,11.89189189,
4/4/2007,2,1,54,20.02,10,41.49,55.21,17.9028133,
4/4/2007,2,2,59,19.96,10,48.18,61.36,16.37681159,
4/4/2007,2,3,66,20.19,10,41.75,54.97,20.04025302,
4/4/2007,2,4,31,20,10,45.33,57.57,20.65477775,
4/4/2007,21,5,42,20.2,10,48.86,62.03,16.80612001,
4/4/2007,2,6,77,20.1,10,47.25,60.75,16.23616236,
4/4/2007,3,1,18,20.02,10,44.29,58.48,15.15860634,
4/4/2007,3,2,37,19.74,10,41.11,47.18,13.37463557,"I think the problem here is that the balance was not tared with the empty tin.  The balance was probably tared for the u-cup prior to the tin, so it probably read around -10g before the tin was placed on it and not tared.  So before any soil was placed in the tin, it is likely the balance showed approx. +10g.  Using this reasoning, the % soil moisture for this plot is around 13.4.  SV 4/10/2007"
4/4/2007,3,3,23,20.3,10,42.05,56.42,16.41749723,
4/4/2007,3,4,88,19.85,10,41.57,55.29,17.29683973,
4/4/2007,3,5,50,20.44,10,42.67,56.34,18.85793872,
4/4/2007,3,6,34,19.99,10,49.45,54.3,14.98105509,"I think the problem here is that the balance was not tared with the empty tin.  The balance was probably tared for the u-cup prior to the tin, so it probably read around -10g before the tin was placed on it and not tared.  So before any soil was placed in the tin, it is likely the balance showed approx. +10g.  Using this reasoning, the % soil moisture for this plot is around 15.0.  SV 4/10/2007"
4/4/2007,4,1,63,20.16,10,43.43,56.95,18.04838271,
4/4/2007,4,2,61,20.07,10,43.96,57.48,17.50868752,
4/4/2007,4,3,21,19.93,10,43.89,56.93,18.62162162,
4/4/2007,4,4,82,19.97,10,41.78,55.51,17.55768149,
4/4/2007,4,5,49,20.18,10,48.92,61.76,17.65271765,
4/4/2007,4,6,4,20.04,10,41.69,56.4,14.6589659,
4/4/2007,5,1,70,20.24,10,44.19,56.64,21.4010989,
4/4/2007,5,2,95,20.05,10,43.04,56.33,18.63285557,
4/4/2007,5,3,64,20.23,10,43.76,57.49,17.44498121,
4/4/2007,5,4,73,20.09,10,41.63,54.93,19.489093,
4/4/2007,5,5,55,20.15,10,42.73,55.37,21.32311187,
4/4/2007,5,6,72,20.45,10,43.27,55.47,23.55796688,
4/4/2007,6,1,33,20.15,10,42.86,56.25,18.72576177,
4/4/2007,6,2,86,20.23,10,47.13,60.76,16.2842339,
4/4/2007,6,3,93,20.09,10,43.56,56.88,18.4017396,
4/4/2007,6,4,16,19.97,10,49.42,61.6,18.71246697,
4/4/2007,6,5,45,20.12,10,45.49,58.25,19.30238657,
4/4/2007,6,6,96,20.16,10,40.53,55.23,15.56886228,
4/4/2007,7,1,51,20.05,10,40.45,54.38,17.82697349,
4/4/2007,7,2,48,19.96,10,42.96,55.45,21.04818259,
4/4/2007,7,3,65,20.22,10,47.25,59.17,21.30937099,
4/4/2007,7,4,84,20.37,10,40.35,53.97,20.08928571,
4/4/2007,7,5,87,20.03,10,41.94,54.22,22.66744662,
4/4/2007,7,6,24,20.08,10,40.51,53.54,21.06993425,
4/4/2007,8,1,56,20.41,10,42.95,54.91,24.49275362,
4/4/2007,8,2,53,20.02,10,43.36,54.92,24.24068768,
4/4/2007,8,3,76,19.98,10,41.25,52.93,25.18968134,ok
4/4/2007,8,4,85,20.42,10,44.5,56.34,23.88641425,
4/4/2007,CF,1,44,19.97,10,42.38,56.9,14.75764961,
4/4/2007,CF,2,11,19.81,10,42.23,56.16,16.17606602
4/4/2007,CF,3,27,20.11,10,40.63,52.75,24.47916667
4/4/2007,DF,1,32,20.38,10,40.12,53.05,22.80379553
4/4/2007,DF,2,13,20.06,10,40.6,53.71,20.653789
4/4/2007,DF,3,57,20.05,10,41.53,54.93,19.06536697
4/4/2007,SF,1,41,20.17,10,41.99,56.68,15.00958641
4/4/2007,SF,2,60,19.85,10,42.13,54.88,20.26834142
4/4/2007,SF,3,17,20.38,10,40.52,55.54,15.24459613
4/18/2007,1,1,37,19.74,10,43.82,58.14,14.11458333
4/18/2007,1,2,91,20.05,10,43.94,57.73,16.61358811
4/18/2007,1,3,44,19.97,10,42.97,56.2,18.60336738
4/18/2007,1,4,34,19.99,10,40.44,55.09,15.21367521
4/18/2007,1,5,11,19.81,10,41,55.43,15.10387423
4/18/2007,1,6,4,20.04,10,44.14,59.61,11.5491534
4/18/2007,2,1,63,20.16,10,47.29,60.62,16.88087
4/18/2007,2,2,72,20.45,10,49.99,63.58,15.90540227
4/18/2007,2,3,13,20.06,10,40.4,54.01,18.99852725
4/18/2007,2,4,70,20.24,10,40.98,54.51,19.57980741
4/18/2007,21,5,32,20.38,10,42.12,56.82,15.58726674
4/18/2007,2,6,48,19.96,10,41.23,55.75,15.19977647
4/18/2007,3,1,51,20.05,10,41.35,56.28,14.13193486
4/18/2007,3,2,56,20.41,10,42.02,57.06,14.6521146
4/18/2007,3,3,21,19.93,10,43.13,57.54,14.67694762
4/18/2007,3,4,39,20.15,10,44.49,58.38,16.37457494
4/18/2007,3,5,53,20.02,10,43.76,57.05,18.17445315
4/18/2007,3,6,49,20.18,10,46.13,60.53,14.32465923
4/18/2007,4,1,24,20.08,10,42.25,56.34,16.51958081
4/18/2007,4,2,33,20.15,10,44.14,58,16.61822985
4/18/2007,4,3,59,19.96,10,44.36,57.67,17.63457969
4/18/2007,4,4,42,20.2,10,48.27,61.53,16.79167675
4/18/2007,4,5,18,20.02,10,40.25,54.48,16.80208938
4/18/2007,4,6,93,20.09,10,40.31,55.49,13.8700565
4/18/2007,5,1,27,20.11,10,41.03,54.52,19.23859343
4/18/2007,5,2,57,20.05,10,43.39,57,17.42895805
4/18/2007,5,3,76,19.98,10,46.08,59.63,16.21689786
4/18/2007,5,4,85,20.42,10,45.88,59.42,17.64102564
4/18/2007,5,5,73,20.09,10,47.59,59.79,19.87405542
4/18/2007,5,6,77,20.1,10,49.49,60.78,21.65683382
4/18/2007,6,1,82,19.97,10,44.88,58.44,16.66233429
4/18/2007,6,2,31,20,10,43.29,57.39,15.77962022
4/18/2007,6,3,45,20.12,10,44.82,58.18,17.76142932
4/18/2007,6,4,78,20.08,10,44.73,58.18,17.4015748
4/18/2007,6,5,55,20.15,10,45.6,58.62,18.53392254
4/18/2007,6,6,65,20.22,10,41.66,56.62,14.45054945
4/18/2007,7,1,96,20.16,10,45.86,59.42,16.81100357
